timestamp,elapsed_s,cpu_max_mc,battery_mc,cpu_max_c,battery_c,status
2026-08-27 21:17:04,0,71000,34500,71.0,34.5,OK
2026-08-27 21:17:09,5,82600,34500,82.6,34.5,OK
2026-08-27 21:17:14,10,84900,35000,84.9,35.0,OK
2026-08-27 21:17:19,15,75700,35000,75.7,35.0,OK
