timestamp,elapsed_s,cpu_max_mc,battery_mc,cpu_max_c,battery_c,status
2026-08-27 21:18:22,0,69100,34500,69.1,34.5,OK
2026-08-27 21:18:27,5,82200,35500,82.2,35.5,OK
2026-08-27 21:18:32,10,69500,35500,69.5,35.5,OK
2026-08-27 21:18:38,15,80300,35700,80.3,35.7,OK
2026-08-27 21:18:43,21,82200,36000,82.2,36.0,OK
