timestamp,elapsed_s,cpu_max_mc,battery_mc,cpu_max_c,battery_c,status
2026-08-27 20:47:09,0,61700,36700,61.7,36.7,OK
2026-08-27 20:47:13,5,71400,36700,71.4,36.7,OK
2026-08-27 20:47:18,9,76800,37000,76.8,37.0,OK
2026-08-27 20:47:23,14,79900,37000,79.9,37.0,OK
