timestamp,elapsed_s,cpu_max_mc,battery_mc,cpu_max_c,battery_c,status
2026-08-27 20:45:44,0,71400,35700,71.4,35.7,OK
2026-08-27 20:45:49,4,83800,36200,83.8,36.2,WARN_HIGH
2026-08-27 20:45:53,9,80700,36700,80.7,36.7,WARN
2026-08-27 20:45:58,13,79500,36700,79.5,36.7,OK
