timestamp,elapsed_s,cpu_max_mc,battery_mc,cpu_max_c,battery_c,status
2026-08-27 20:10:33,0,62500,33700,62.5,33.7,OK
2026-08-27 20:10:38,5,71800,34000,71.8,34.0,OK
2026-08-27 20:10:43,10,76400,34000,76.4,34.0,OK
2026-08-27 20:10:48,15,80300,34000,80.3,34.0,WARN
2026-08-27 20:10:53,20,83400,34500,83.4,34.5,WARN_HIGH
